,Segment,Country,Product,Discount Band,Units Sold,Sale Price,Gross Sales,Discounts,Net Sales,COGS,Order Date,Shipping Cost,Taxes,Category,Region,Shipping Method,Payment Method,Customer Segment,Order Priority,Promotion,Return Status,Order Channel,Region Manager,Marketing Source
379,Government,Mexico,Paseo,Medium,2993,20,59860,4788.8,55071.2,29930,2014-09-01 Government Mexico Paseo,14965,8260.68,Category3,South,Express,Credit Card,Wholesale,Medium,Holiday Discount,,In-Store,Manager3,Social Media
380,Government,Germany,Paseo,Medium,2146,350,751100,60088,691012,557960,2013-11-01 Government Germany Paseo,10730,103651.8,Category2,North,Standard,Credit Card,Retail,Medium,,Returned,In-Store,Manager2,Social Media
381,Government,Mexico,Paseo,Medium,1946,7,13622,1089.76,12532.24,9730,2013-12-01 Government Mexico Paseo,9730,1879.836,Category2,South,Express,Cash,Retail,Low,Summer Sale,,Online,Manager1,Social Media
382,Government,Mexico,Paseo,Medium,1362,350,476700,38136,438564,354120,2014-12-01 Government Mexico Paseo,6810,65784.6,Category2,East,Express,PayPal,Wholesale,Medium,Summer Sale,Not Returned,Online,Manager2,
383,Channel Partners,Canada,Velo,Medium,598,12,7176,574.08,6601.92,1794,2014-03-01 Channel Partners Canada Velo,2990,990.288,Category3,West,Standard,PayPal,Retail,Medium,Summer Sale,Not Returned,Phone,Manager1,
384,Government,United States of America,Velo,Medium,2907,7,20349,1627.92,18721.08,14535,2014-06-01 Government United States of America Velo,14535,2808.162,Category1,North,Standard,Credit Card,Retail,Medium,Holiday Discount,Returned,Online,Manager1,Email Campaign
385,Government,Germany,Velo,Medium,2338,7,16366,1309.28,15056.72,11690,2014-06-01 Government Germany Velo,11690,2258.508,,West,Standard,Cash,Wholesale,Low,Flash Sale,Not Returned,In-Store,Manager2,Social Media
386,Small Business,France,Velo,Medium,386,300,115800,9264,106536,96500,2013-11-01 Small Business France Velo,1930,15980.4,Category2,South,Standard,Credit Card,Wholesale,High,Flash Sale,Returned,Phone,Manager2,Social Media
387,Small Business,Mexico,Velo,Medium,635,300,190500,15240,175260,158750,2014-12-01 Small Business Mexico Velo,3175,26289,,East,Express,Credit Card,Wholesale,Medium,,Not Returned,Phone,Manager2,TV Ads
388,Government,France,VTT,Medium,574.5,350,201075,16086,184989,149370,2014-04-01 Government France VTT,2872.5,27748.35,Category2,North,Standard,PayPal,Retail,Low,,Not Returned,Phone,Manager3,TV Ads
389,Government,Germany,VTT,Medium,2338,7,16366,1309.28,15056.72,11690,2014-06-01 Government Germany VTT,11690,2258.508,Category2,West,Standard,PayPal,Retail,Medium,Summer Sale,Returned,Phone,Manager3,Social Media
390,Government,France,VTT,Medium,381,350,133350,10668,122682,99060,2014-08-01 Government France VTT,1905,18402.3,,West,Express,Credit Card,Retail,Low,Holiday Discount,,Online,Manager3,Social Media
391,Government,Germany,VTT,Medium,422,350,147700,11816,135884,109720,2014-08-01 Government Germany VTT,2110,20382.6,Category2,North,Standard,PayPal,Wholesale,High,,Not Returned,Phone,Manager1,
392,Small Business,Canada,VTT,Medium,2134,300,640200,51216,588984,533500,2014-09-01 Small Business Canada VTT,10670,88347.6,Category1,South,Priority,Credit Card,Retail,High,Flash Sale,Not Returned,Phone,Manager3,
393,Small Business,United States of America,VTT,Medium,808,300,242400,19392,223008,202000,2013-12-01 Small Business United States of America VTT,4040,33451.2,Category1,West,Express,Credit Card,Retail,High,,Not Returned,Phone,Manager1,TV Ads
394,Government,Canada,Amarilla,Medium,708,20,14160,1132.8,13027.2,7080,2014-06-01 Government Canada Amarilla,3540,1954.08,Category3,South,Express,Credit Card,Retail,High,Flash Sale,,In-Store,Manager3,
395,Government,United States of America,Amarilla,Medium,2907,7,20349,1627.92,18721.08,14535,2014-06-01 Government United States of America Amarilla,14535,2808.162,Category2,North,Standard,Credit Card,Retail,High,Summer Sale,Returned,Phone,Manager2,TV Ads
396,Government,Germany,Amarilla,Medium,1366,20,27320,2185.6,25134.4,13660,2014-06-01 Government Germany Amarilla,6830,3770.16,Category1,West,Standard,Credit Card,Wholesale,High,Holiday Discount,,Phone,Manager2,TV Ads
397,Small Business,Mexico,Amarilla,Medium,2460,300,738000,59040,678960,615000,2014-06-01 Small Business Mexico Amarilla,12300,101844,Category1,West,Priority,Cash,Wholesale,High,Flash Sale,Not Returned,Phone,Manager1,TV Ads
398,Government,Germany,Amarilla,Medium,1520,20,30400,2432,27968,15200,2014-11-01 Government Germany Amarilla,7600,4195.2,Category3,West,Standard,Cash,Retail,Low,Summer Sale,,In-Store,Manager1,Social Media
399,Midmarket,Germany,Amarilla,Medium,711,15,10665,853.2,9811.8,7110,2014-12-01 Midmarket Germany Amarilla,3555,1471.77,Category2,North,Express,Credit Card,Retail,Low,Holiday Discount,Not Returned,Phone,Manager1,
400,Channel Partners,Mexico,Amarilla,Medium,1375,12,16500,1320,15180,4125,2013-12-01 Channel Partners Mexico Amarilla,6875,2277,Category3,South,Standard,PayPal,Wholesale,Medium,Summer Sale,,In-Store,Manager3,
401,Small Business,Mexico,Amarilla,Medium,635,300,190500,15240,175260,158750,2014-12-01 Small Business Mexico Amarilla,3175,26289,Category2,East,Standard,PayPal,Wholesale,High,Summer Sale,Returned,Phone,Manager1,Social Media
402,Government,United States of America,VTT,Medium,436.5,20,8730,698.4,8031.6,4365,2014-07-01 Government United States of America VTT,2182.5,1204.74,Category1,East,Express,Cash,Wholesale,Medium,,,Online,Manager3,TV Ads
403,Small Business,Canada,Carretera,Medium,1094,300,328200,29538,298662,273500,2014-06-01 Small Business Canada Carretera,5470,44799.3,,South,Priority,PayPal,Wholesale,Medium,Flash Sale,,In-Store,Manager3,TV Ads
404,Channel Partners,Mexico,Carretera,Medium,367,12,4404,396.36,4007.64,1101,2013-10-01 Channel Partners Mexico Carretera,1835,601.146,Category3,West,Priority,Credit Card,Retail,Medium,Flash Sale,Returned,In-Store,Manager1,
405,Small Business,Canada,Montana,Medium,3802.5,300,1140750,102667.5,1038082.5,950625,2014-04-01 Small Business Canada Montana,19012.5,155712.375,Category1,South,Priority,PayPal,Retail,Low,,,Online,Manager2,TV Ads
406,Government,France,Montana,Medium,1666,350,583100,52479,530621,433160,2014-05-01 Government France Montana,8330,79593.15,Category2,South,Express,Credit Card,Wholesale,High,Summer Sale,Returned,Online,Manager3,TV Ads
407,Small Business,France,Montana,Medium,322,300,96600,8694,87906,80500,2013-09-01 Small Business France Montana,1610,13185.9,Category3,West,Express,Cash,Retail,High,Summer Sale,Returned,In-Store,Manager2,Email Campaign
408,Channel Partners,Canada,Montana,Medium,2321,12,27852,2506.68,25345.32,6963,2014-11-01 Channel Partners Canada Montana,11605,3801.798,Category3,West,Standard,Credit Card,Wholesale,Medium,Summer Sale,Not Returned,Phone,Manager1,Social Media
409,Enterprise,France,Montana,Medium,1857,125,232125,20891.25,211233.75,222840,2013-11-01 Enterprise France Montana,9285,31685.0625,Category3,North,Express,PayPal,Retail,Medium,Summer Sale,,Online,Manager3,Social Media
410,Government,Canada,Montana,Medium,1611,7,11277,1014.93,10262.07,8055,2013-12-01 Government Canada Montana,8055,1539.3105,Category2,South,Express,PayPal,Wholesale,High,,Returned,In-Store,Manager1,
411,Enterprise,United States of America,Montana,Medium,2797,125,349625,31466.25,318158.75,335640,2014-12-01 Enterprise United States of America Montana,13985,47723.8125,Category3,East,Express,Credit Card,Wholesale,Low,,Not Returned,In-Store,Manager3,TV Ads
412,Small Business,Germany,Montana,Medium,334,300,100200,9018,91182,83500,2013-12-01 Small Business Germany Montana,1670,13677.3,Category1,North,Priority,Credit Card,Retail,High,Holiday Discount,Returned,In-Store,Manager1,Email Campaign
413,Small Business,Mexico,Paseo,Medium,2565,300,769500,69255,700245,641250,2014-01-01 Small Business Mexico Paseo,12825,105036.75,Category1,East,Standard,PayPal,Wholesale,Low,Flash Sale,Not Returned,Phone,Manager1,
414,Government,Mexico,Paseo,Medium,2417,350,845950,76135.5,769814.5,628420,2014-01-01 Government Mexico Paseo,12085,115472.175,Category3,North,Priority,Cash,Wholesale,Low,Flash Sale,Returned,Online,Manager3,
415,Midmarket,United States of America,Paseo,Medium,3675,15,55125,4961.25,50163.75,36750,2014-04-01 Midmarket United States of America Paseo,18375,7524.5625,Category1,North,Express,Cash,Retail,Medium,Flash Sale,,In-Store,Manager3,Social Media
416,Small Business,Canada,Paseo,Medium,1094,300,328200,29538,298662,273500,2014-06-01 Small Business Canada Paseo,5470,44799.3,Category2,South,Express,Cash,Retail,Medium,Flash Sale,Not Returned,In-Store,Manager3,TV Ads
417,Midmarket,France,Paseo,Medium,1227,15,18405,1656.45,16748.55,12270,2014-10-01 Midmarket France Paseo,6135,2512.2825,,South,Priority,PayPal,Retail,Low,Flash Sale,Not Returned,Phone,Manager1,
418,Channel Partners,Mexico,Paseo,Medium,367,12,4404,396.36,4007.64,1101,2013-10-01 Channel Partners Mexico Paseo,1835,601.146,,North,Express,PayPal,Retail,Medium,Summer Sale,,In-Store,Manager3,Email Campaign
419,Small Business,France,Paseo,Medium,1324,300,397200,35748,361452,331000,2014-11-01 Small Business France Paseo,6620,54217.8,Category1,West,Priority,PayPal,Wholesale,High,Summer Sale,Not Returned,In-Store,Manager1,TV Ads
420,Channel Partners,Germany,Paseo,Medium,1775,12,21300,1917,19383,5325,2013-11-01 Channel Partners Germany Paseo,8875,2907.45,Category1,North,Standard,Cash,Retail,Medium,Flash Sale,Returned,Online,Manager2,Email Campaign
421,Enterprise,United States of America,Paseo,Medium,2797,125,349625,31466.25,318158.75,335640,2014-12-01 Enterprise United States of America Paseo,13985,47723.8125,Category3,West,Standard,Cash,Wholesale,Medium,Holiday Discount,Not Returned,Online,Manager2,Social Media
422,Midmarket,Mexico,Velo,Medium,245,15,3675,330.75,3344.25,2450,2014-05-01 Midmarket Mexico Velo,1225,501.6375,Category2,West,Express,PayPal,Retail,High,Flash Sale,,In-Store,Manager1,Social Media
423,Small Business,Canada,Velo,Medium,3793.5,300,1138050,102424.5,1035625.5,948375,2014-07-01 Small Business Canada Velo,18967.5,155343.825,,North,Standard,Cash,Wholesale,High,Summer Sale,Not Returned,In-Store,Manager3,Social Media
424,Government,Germany,Velo,Medium,1307,350,457450,41170.5,416279.5,339820,2014-07-01 Government Germany Velo,6535,62441.925,Category1,North,Standard,Cash,Wholesale,Medium,Holiday Discount,,In-Store,Manager1,Email Campaign
425,Enterprise,Canada,Velo,Medium,567,125,70875,6378.75,64496.25,68040,2014-09-01 Enterprise Canada Velo,2835,9674.4375,Category1,South,Express,PayPal,Retail,Low,Summer Sale,Returned,Phone,Manager2,Email Campaign
426,Enterprise,Mexico,Velo,Medium,2110,125,263750,23737.5,240012.5,253200,2014-09-01 Enterprise Mexico Velo,10550,36001.875,Category2,East,Priority,Cash,Wholesale,Medium,Summer Sale,Returned,Online,Manager3,Social Media
427,Government,Canada,Velo,Medium,1269,350,444150,39973.5,404176.5,329940,2014-10-01 Government Canada Velo,6345,60626.475,Category3,East,Express,Credit Card,Retail,Low,Summer Sale,,Phone,Manager1,Social Media
428,Channel Partners,United States of America,VTT,Medium,1956,12,23472,2112.48,21359.52,5868,2014-01-01 Channel Partners United States of America VTT,9780,3203.928,Category3,South,Standard,Cash,Retail,High,,Not Returned,Online,Manager1,
429,Small Business,Germany,VTT,Medium,2659,300,797700,71793,725907,664750,2014-02-01 Small Business Germany VTT,13295,108886.05,Category3,West,Express,Cash,Wholesale,Low,Flash Sale,Returned,In-Store,Manager1,Social Media
430,Government,United States of America,VTT,Medium,1351.5,350,473025,42572.25,430452.75,351390,2014-04-01 Government United States of America VTT,6757.5,64567.9125,Category1,East,Express,Cash,Retail,Medium,Flash Sale,,Online,Manager3,Email Campaign
431,Channel Partners,Germany,VTT,Medium,880,12,10560,950.4,9609.6,2640,2014-05-01 Channel Partners Germany VTT,4400,1441.44,Category1,East,Express,Credit Card,Retail,High,Flash Sale,Returned,In-Store,Manager1,
432,Small Business,United States of America,VTT,Medium,1867,300,560100,50409,509691,466750,2014-09-01 Small Business United States of America VTT,9335,76453.65,Category3,West,Express,PayPal,Wholesale,Low,Holiday Discount,Returned,In-Store,Manager1,TV Ads
433,Channel Partners,France,VTT,Medium,2234,12,26808,2412.72,24395.28,6702,2013-09-01 Channel Partners France VTT,11170,3659.292,Category3,North,Standard,Credit Card,Wholesale,High,Flash Sale,Not Returned,In-Store,Manager1,Email Campaign
434,Midmarket,France,VTT,Medium,1227,15,18405,1656.45,16748.55,12270,2014-10-01 Midmarket France VTT,6135,2512.2825,Category1,West,Priority,Cash,Wholesale,Low,Holiday Discount,Not Returned,Online,Manager1,TV Ads
435,Enterprise,Mexico,VTT,Medium,877,125,109625,9866.25,99758.75,105240,2014-11-01 Enterprise Mexico VTT,4385,14963.8125,Category3,South,Express,Credit Card,Retail,Low,Holiday Discount,Not Returned,In-Store,Manager3,TV Ads
436,Government,United States of America,Amarilla,Medium,2071,350,724850,65236.5,659613.5,538460,2014-09-01 Government United States of America Amarilla,10355,98942.025,Category1,North,Priority,Cash,Wholesale,Medium,Flash Sale,Not Returned,In-Store,Manager3,Social Media
437,Government,Canada,Amarilla,Medium,1269,350,444150,39973.5,404176.5,329940,2014-10-01 Government Canada Amarilla,6345,60626.475,Category3,South,Priority,Credit Card,Retail,Low,Summer Sale,Returned,Phone,Manager3,TV Ads
438,Midmarket,Germany,Amarilla,Medium,970,15,14550,1309.5,13240.5,9700,2013-11-01 Midmarket Germany Amarilla,4850,1986.075,,North,Express,Credit Card,Retail,Low,Holiday Discount,,In-Store,Manager3,Email Campaign
439,Government,Mexico,Amarilla,Medium,1694,20,33880,3049.2,30830.8,16940,2014-11-01 Government Mexico Amarilla,8470,4624.62,,West,Standard,Credit Card,Retail,Low,Holiday Discount,,In-Store,Manager2,Email Campaign
440,Government,Germany,Carretera,Medium,663,20,13260,1193.4,12066.6,6630,2014-05-01 Government Germany Carretera,3315,1809.99,Category2,North,Standard,PayPal,Wholesale,Medium,Summer Sale,,Online,Manager1,
441,Government,Canada,Carretera,Medium,819,7,5733,515.97,5217.03,4095,2014-07-01 Government Canada Carretera,4095,782.5545,Category1,North,Standard,PayPal,Wholesale,Low,Holiday Discount,,In-Store,Manager2,Email Campaign
442,Channel Partners,Germany,Carretera,Medium,1580,12,18960,1706.4,17253.6,4740,2014-09-01 Channel Partners Germany Carretera,7900,2588.04,,North,Express,Credit Card,Wholesale,High,Holiday Discount,Returned,Phone,Manager3,Social Media
443,Government,Mexico,Carretera,Medium,521,7,3647,328.23,3318.77,2605,2014-12-01 Government Mexico Carretera,2605,497.8155,Category3,East,Standard,PayPal,Wholesale,Low,Flash Sale,,Online,Manager1,
444,Government,United States of America,Paseo,Medium,973,20,19460,1751.4,17708.6,9730,2014-03-01 Government United States of America Paseo,4865,2656.29,Category1,South,Standard,PayPal,Retail,High,Flash Sale,,Phone,Manager2,Email Campaign
445,Government,Mexico,Paseo,Medium,1038,20,20760,1868.4,18891.6,10380,2014-06-01 Government Mexico Paseo,5190,2833.74,Category1,North,Express,Credit Card,Retail,High,Summer Sale,Returned,In-Store,Manager1,Email Campaign
446,Government,Germany,Paseo,Medium,360,7,2520,226.8,2293.2,1800,2014-10-01 Government Germany Paseo,1800,343.98,Category1,South,Priority,Credit Card,Retail,Low,,Returned,Online,Manager2,
447,Channel Partners,France,Velo,Medium,1967,12,23604,2124.36,21479.64,5901,2014-03-01 Channel Partners France Velo,9835,3221.946,Category1,East,Priority,PayPal,Retail,Low,Holiday Discount,Returned,Phone,Manager3,Email Campaign
448,Midmarket,Mexico,Velo,Medium,2628,15,39420,3547.8,35872.2,26280,2014-04-01 Midmarket Mexico Velo,13140,5380.83,Category3,North,Express,PayPal,Wholesale,Medium,Flash Sale,,Online,Manager1,Email Campaign
449,Government,Germany,VTT,Medium,360,7,2520,226.8,2293.2,1800,2014-10-01 Government Germany VTT,1800,343.98,Category3,West,Express,Credit Card,Wholesale,Low,Summer Sale,Not Returned,Online,Manager1,Social Media
450,Government,France,VTT,Medium,2682,20,53640,4827.6,48812.4,26820,2013-11-01 Government France VTT,13410,7321.86,Category2,West,Standard,Credit Card,Retail,Medium,Holiday Discount,,Online,Manager2,
451,Government,Mexico,VTT,Medium,521,7,3647,328.23,3318.77,2605,2014-12-01 Government Mexico VTT,2605,497.8155,Category2,South,Priority,Credit Card,Retail,Low,Holiday Discount,,Phone,Manager2,Email Campaign
452,Government,Mexico,Amarilla,Medium,1038,20,20760,1868.4,18891.6,10380,2014-06-01 Government Mexico Amarilla,5190,2833.74,Category2,North,Priority,Credit Card,Retail,Low,Flash Sale,Returned,Phone,Manager2,
453,Midmarket,Canada,Amarilla,Medium,1630.5,15,24457.5,2201.175,22256.325,16305,2014-07-01 Midmarket Canada Amarilla,8152.5,3338.44875,,West,Express,PayPal,Retail,High,Summer Sale,Returned,Phone,Manager2,TV Ads
454,Channel Partners,France,Amarilla,Medium,306,12,3672,330.48,3341.52,918,2013-12-01 Channel Partners France Amarilla,1530,501.228,Category1,South,Standard,PayPal,Wholesale,Low,Summer Sale,Returned,Phone,Manager3,Social Media
455,Channel Partners,United States of America,Carretera,High,386,12,4632,463.2,4168.8,1158,2013-10-01 Channel Partners United States of America Carretera,1930,625.32,Category3,East,Express,Cash,Retail,High,Flash Sale,,Phone,Manager1,
456,Government,United States of America,Montana,High,2328,7,16296,1629.6,14666.4,11640,2014-09-01 Government United States of America Montana,11640,2199.96,,North,Express,Credit Card,Wholesale,High,Flash Sale,Not Returned,Phone,Manager2,Social Media
457,Channel Partners,United States of America,Paseo,High,386,12,4632,463.2,4168.8,1158,2013-10-01 Channel Partners United States of America Paseo,1930,625.32,Category3,South,Standard,Cash,Wholesale,Medium,Holiday Discount,Not Returned,Online,Manager2,TV Ads
458,Enterprise,United States of America,Carretera,High,3445.5,125,430687.5,43068.75,387618.75,413460,2014-04-01 Enterprise United States of America Carretera,17227.5,58142.8125,Category3,North,Standard,PayPal,Wholesale,High,Flash Sale,Not Returned,Phone,Manager1,TV Ads
459,Enterprise,France,Carretera,High,1482,125,185250,18525,166725,177840,2013-12-01 Enterprise France Carretera,7410,25008.75,Category2,North,Priority,Credit Card,Wholesale,High,Holiday Discount,Not Returned,Online,Manager2,
460,Government,United States of America,Montana,High,2313,350,809550,80955,728595,601380,2014-05-01 Government United States of America Montana,11565,109289.25,Category1,West,Priority,Cash,Retail,Medium,Flash Sale,Not Returned,In-Store,Manager1,TV Ads
461,Enterprise,United States of America,Montana,High,1804,125,225500,22550,202950,216480,2013-11-01 Enterprise United States of America Montana,9020,30442.5,Category1,West,Standard,PayPal,Wholesale,Medium,,,Phone,Manager1,Email Campaign
462,Midmarket,France,Montana,High,2072,15,31080,3108,27972,20720,2014-12-01 Midmarket France Montana,10360,4195.8,Category3,East,Standard,PayPal,Wholesale,Medium,Summer Sale,Returned,Online,Manager2,Social Media
463,Government,France,Paseo,High,1954,20,39080,3908,35172,19540,2014-03-01 Government France Paseo,9770,5275.8,Category2,East,Priority,PayPal,Retail,Medium,Holiday Discount,,Phone,Manager2,Email Campaign
464,Small Business,Mexico,Paseo,High,591,300,177300,17730,159570,147750,2014-05-01 Small Business Mexico Paseo,2955,23935.5,Category3,East,Priority,Credit Card,Retail,Medium,Summer Sale,,In-Store,Manager2,Social Media
465,Midmarket,France,Paseo,High,2167,15,32505,3250.5,29254.5,21670,2013-10-01 Midmarket France Paseo,10835,4388.175,Category2,East,Standard,Credit Card,Retail,Low,,Returned,In-Store,Manager2,
466,Government,Germany,Paseo,High,241,20,4820,482,4338,2410,2014-10-01 Government Germany Paseo,1205,650.7,Category1,North,Priority,Cash,Retail,Low,Holiday Discount,Returned,In-Store,Manager2,TV Ads
467,Midmarket,Germany,Velo,High,681,15,10215,1021.5,9193.5,6810,2014-01-01 Midmarket Germany Velo,3405,1379.025,Category1,West,Standard,Cash,Wholesale,Medium,Summer Sale,Not Returned,In-Store,Manager2,Social Media
468,Midmarket,Germany,Velo,High,510,15,7650,765,6885,5100,2014-04-01 Midmarket Germany Velo,2550,1032.75,Category1,West,Standard,PayPal,Wholesale,High,Flash Sale,,Online,Manager2,Social Media
469,Midmarket,United States of America,Velo,High,790,15,11850,1185,10665,7900,2014-05-01 Midmarket United States of America Velo,3950,1599.75,,East,Priority,Cash,Wholesale,Medium,Holiday Discount,,In-Store,Manager3,Social Media
470,Government,France,Velo,High,639,350,223650,22365,201285,166140,2014-07-01 Government France Velo,3195,30192.75,,East,Express,PayPal,Retail,High,Flash Sale,,In-Store,Manager3,TV Ads
471,Enterprise,United States of America,Velo,High,1596,125,199500,19950,179550,191520,2014-09-01 Enterprise United States of America Velo,7980,26932.5,Category2,East,Standard,Cash,Wholesale,Medium,Summer Sale,Not Returned,Phone,Manager1,Social Media
472,Small Business,United States of America,Velo,High,2294,300,688200,68820,619380,573500,2013-10-01 Small Business United States of America Velo,11470,92907,,South,Standard,Credit Card,Wholesale,Low,,Returned,Online,Manager1,
473,Government,Germany,Velo,High,241,20,4820,482,4338,2410,2014-10-01 Government Germany Velo,1205,650.7,Category2,North,Priority,Cash,Retail,Medium,Holiday Discount,Returned,In-Store,Manager1,
474,Government,Germany,Velo,High,2665,7,18655,1865.5,16789.5,13325,2014-11-01 Government Germany Velo,13325,2518.425,,South,Standard,PayPal,Wholesale,High,Holiday Discount,Returned,Online,Manager3,
475,Enterprise,Canada,Velo,High,1916,125,239500,23950,215550,229920,2013-12-01 Enterprise Canada Velo,9580,32332.5,Category3,South,Express,Credit Card,Wholesale,High,,Not Returned,In-Store,Manager2,Social Media
476,Small Business,France,Velo,High,853,300,255900,25590,230310,213250,2014-12-01 Small Business France Velo,4265,34546.5,Category1,South,Standard,PayPal,Retail,Low,Summer Sale,Not Returned,In-Store,Manager2,TV Ads
477,Enterprise,Mexico,VTT,High,341,125,42625,4262.5,38362.5,40920,2014-05-01 Enterprise Mexico VTT,1705,5754.375,Category2,North,Standard,PayPal,Wholesale,High,Summer Sale,Returned,Online,Manager2,Email Campaign
478,Midmarket,Mexico,VTT,High,641,15,9615,961.5,8653.5,6410,2014-07-01 Midmarket Mexico VTT,3205,1298.025,Category1,North,Standard,PayPal,Wholesale,High,Flash Sale,Returned,In-Store,Manager2,Email Campaign
479,Government,United States of America,VTT,High,2807,350,982450,98245,884205,729820,2014-08-01 Government United States of America VTT,14035,132630.75,Category3,East,Priority,Cash,Wholesale,Low,,Returned,Phone,Manager1,TV Ads
480,Small Business,Mexico,VTT,High,432,300,129600,12960,116640,108000,2014-09-01 Small Business Mexico VTT,2160,17496,Category1,East,Express,PayPal,Retail,Low,,,In-Store,Manager2,Email Campaign
481,Small Business,United States of America,VTT,High,2294,300,688200,68820,619380,573500,2013-10-01 Small Business United States of America VTT,11470,92907,Category2,West,Priority,Cash,Wholesale,Low,Flash Sale,Not Returned,In-Store,Manager1,Email Campaign
482,Midmarket,France,VTT,High,2167,15,32505,3250.5,29254.5,21670,2013-10-01 Midmarket France VTT,10835,4388.175,Category2,North,Priority,Credit Card,Wholesale,High,Summer Sale,,Phone,Manager1,Email Campaign
483,Enterprise,Canada,VTT,High,2529,125,316125,31612.5,284512.5,303480,2014-11-01 Enterprise Canada VTT,12645,42676.875,Category1,West,Priority,Cash,Retail,Medium,Flash Sale,,In-Store,Manager1,TV Ads
484,Government,Germany,VTT,High,1870,350,654500,65450,589050,486200,2013-12-01 Government Germany VTT,9350,88357.5,Category1,East,Express,Cash,Wholesale,Medium,,,Phone,Manager2,TV Ads
485,Enterprise,United States of America,Amarilla,High,579,125,72375,7237.5,65137.5,69480,2014-01-01 Enterprise United States of America Amarilla,2895,9770.625,Category2,South,Priority,Credit Card,Wholesale,Low,Summer Sale,Not Returned,Online,Manager3,Social Media
486,Government,Canada,Amarilla,High,2240,350,784000,78400,705600,582400,2014-02-01 Government Canada Amarilla,11200,105840,Category1,South,Standard,Credit Card,Wholesale,Medium,,,In-Store,Manager1,Email Campaign
487,Small Business,United States of America,Amarilla,High,2993,300,897900,89790,808110,748250,2014-03-01 Small Business United States of America Amarilla,14965,121216.5,Category1,East,Standard,Cash,Retail,Medium,Summer Sale,Returned,Phone,Manager3,TV Ads
488,Channel Partners,Canada,Amarilla,High,3520.5,12,42246,4224.6,38021.4,10561.5,2014-04-01 Channel Partners Canada Amarilla,17602.5,5703.21,Category3,North,Express,PayPal,Retail,High,Summer Sale,Not Returned,Phone,Manager1,TV Ads
489,Government,Mexico,Amarilla,High,2039,20,40780,4078,36702,20390,2014-05-01 Government Mexico Amarilla,10195,5505.3,Category1,West,Standard,PayPal,Wholesale,Medium,Holiday Discount,Not Returned,In-Store,Manager3,Email Campaign
490,Channel Partners,Germany,Amarilla,High,2574,12,30888,3088.8,27799.2,7722,2014-08-01 Channel Partners Germany Amarilla,12870,4169.88,Category1,West,Express,Credit Card,Wholesale,Medium,Holiday Discount,Not Returned,Online,Manager3,
491,Government,Canada,Amarilla,High,707,350,247450,24745,222705,183820,2014-09-01 Government Canada Amarilla,3535,33405.75,Category1,North,Express,Credit Card,Retail,High,,Not Returned,In-Store,Manager2,Social Media
492,Midmarket,France,Amarilla,High,2072,15,31080,3108,27972,20720,2014-12-01 Midmarket France Amarilla,10360,4195.8,Category1,West,Standard,Credit Card,Retail,Low,,,Online,Manager1,
493,Small Business,France,Amarilla,High,853,300,255900,25590,230310,213250,2014-12-01 Small Business France Amarilla,4265,34546.5,Category1,South,Priority,Credit Card,Wholesale,Low,,Not Returned,In-Store,Manager3,Email Campaign
494,Channel Partners,France,Carretera,High,1198,12,14376,1581.36,12794.64,3594,2013-10-01 Channel Partners France Carretera,5990,1919.196,,North,Standard,Credit Card,Wholesale,Low,Summer Sale,Returned,Phone,Manager3,Email Campaign
495,Government,France,Paseo,High,2532,7,17724,1949.64,15774.36,12660,2014-04-01 Government France Paseo,12660,2366.154,Category2,East,Express,PayPal,Retail,Low,Holiday Discount,Returned,In-Store,Manager2,
496,Channel Partners,France,Paseo,High,1198,12,14376,1581.36,12794.64,3594,2013-10-01 Channel Partners France Paseo,5990,1919.196,Category2,North,Express,Credit Card,Retail,Medium,Holiday Discount,Not Returned,In-Store,Manager1,Email Campaign
497,Midmarket,Canada,Velo,High,384,15,5760,633.6,5126.4,3840,2014-01-01 Midmarket Canada Velo,1920,768.96,,North,Standard,PayPal,Retail,Low,,,Online,Manager3,
498,Channel Partners,Germany,Velo,High,472,12,5664,623.04,5040.96,1416,2014-10-01 Channel Partners Germany Velo,2360,756.144,Category1,East,Express,Credit Card,Retail,Low,Summer Sale,Not Returned,In-Store,Manager3,TV Ads
499,Government,United States of America,VTT,High,1579,7,11053,1215.83,9837.17,7895,2014-03-01 Government United States of America VTT,7895,1475.5755,Category3,North,Priority,Cash,Wholesale,High,Holiday Discount,Returned,In-Store,Manager3,Email Campaign
500,Channel Partners,Mexico,VTT,High,1005,12,12060,1326.6,10733.4,3015,2013-09-01 Channel Partners Mexico VTT,5025,1610.01,,West,Standard,Cash,Retail,Low,,Not Returned,Online,Manager1,Email Campaign
501,Midmarket,United States of America,Amarilla,High,3199.5,15,47992.5,5279.175,42713.325,31995,2014-07-01 Midmarket United States of America Amarilla,15997.5,6406.99875,Category1,West,Express,Cash,Wholesale,Medium,Holiday Discount,,Phone,Manager3,Email Campaign
502,Channel Partners,Germany,Amarilla,High,472,12,5664,623.04,5040.96,1416,2014-10-01 Channel Partners Germany Amarilla,2360,756.144,Category1,West,Express,PayPal,Wholesale,High,Summer Sale,Returned,Phone,Manager1,Social Media
503,Channel Partners,Canada,Carretera,High,1937,12,23244,2556.84,20687.16,5811,2014-02-01 Channel Partners Canada Carretera,9685,3103.074,Category2,North,Priority,PayPal,Wholesale,High,Flash Sale,,Online,Manager2,
